index,project,body,methodName,relativePath,absolutePath,javaDoc,spanMethod,coverage,tokensPerMethod,tokensFirstLine,javaDocFirstSentence,perturbed_eval_1,pegasusPerturbed,pegagusPerturbedEntropy,pivotingPerturbed
12,mybatis-3,"public static int hashCode(Object obj){
    if (obj == null) {
        // for consistency with Arrays#hashCode() and Objects#hashCode()
        return 0;
    }
    final Class<?> clazz = obj.getClass();
    if (!clazz.isArray()) {
        return obj.hashCode();
    }
    final Class<?> componentType = clazz.getComponentType();
    if (long.class.equals(componentType)) {
        return Arrays.hashCode((long[]) obj);
    } else if (int.class.equals(componentType)) {
        return Arrays.hashCode((int[]) obj);
    } else if (short.class.equals(componentType)) {
        return Arrays.hashCode((short[]) obj);
    } else if (char.class.equals(componentType)) {
        return Arrays.hashCode((char[]) obj);
    } else if (byte.class.equals(componentType)) {
        return Arrays.hashCode((byte[]) obj);
    } else if (boolean.class.equals(componentType)) {
        return Arrays.hashCode((boolean[]) obj);
    } else if (float.class.equals(componentType)) {
        return Arrays.hashCode((float[]) obj);
    } else if (double.class.equals(componentType)) {
        return Arrays.hashCode((double[]) obj);
    } else {
        return Arrays.hashCode((Object[]) obj);
    }
}",hashCode,org/apache/ibatis/reflection/ArrayUtil.java,/src/main/java/org/apache/ibatis/reflection/ArrayUtil.java,"/**
   * Returns a hash code for {@code obj}.
   *
   * @param obj
   *          The object to get a hash code for. May be an array or <code>null</code>.
   * @return A hash code of {@code obj} or 0 if {@code obj} is <code>null</code>
   */",25-61,"('hashCode', {'INSTRUCTION': {'covered': 84, 'missed': 0}, 'BRANCH': {'covered': 20, 'missed': 0}, 'LINE': {'covered': 23, 'missed': 0}, 'COMPLEXITY': {'covered': 11, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",296.0,11.0,Returns a hash code for {@code obj}.,Yields a hash code for {@code obj}. The meethod return A hash code of {@code obj} or 0 if {@code obj} is <code>null</code>,A code is returned for @code obj.,0.879059222536263,  Returns a hash code for {@code obj}.
13,cdk,"public void writeMolecule(IAtomContainer mol) throws IOException{
    matcher = SybylAtomTypeMatcher.getInstance(mol.getBuilder());
    try {
        logger.debug(""Writing header..."");
        if (mol.getTitle() != null) {
            writer.write(""#        Name: "" + mol.getTitle());
            writer.write('\n');
        }
        writer.write('\n');
        logger.debug(""Writing molecule block..."");
        writer.write(""@<TRIPOS>MOLECULE"");
        writer.write('\n');
        if (mol.getID() == null) {
            writer.write(""CDKMolecule"");
        } else {
            writer.write(mol.getID());
        }
        writer.write('\n');
        writer.write(mol.getAtomCount() + "" "" + mol.getBondCount());
        writer.write('\n');
        writer.write(""SMALL"");
        writer.write('\n');
        writer.write(""NO CHARGES"");
        writer.write('\n');
        logger.debug(""Writing atom block..."");
        writer.write(""@<TRIPOS>ATOM"");
        writer.write('\n');
        for (int i = 0; i < mol.getAtomCount(); i++) {
            IAtom atom = mol.getAtom(i);
            writer.write((i + 1) + "" "" + atom.getSymbol() + (mol.indexOf(atom) + 1) + "" "");
            if (atom.getPoint3d() != null) {
                writer.write(atom.getPoint3d().x + "" "");
                writer.write(atom.getPoint3d().y + "" "");
                writer.write(atom.getPoint3d().z + "" "");
            } else if (atom.getPoint2d() != null) {
                writer.write(atom.getPoint2d().x + "" "");
                writer.write(atom.getPoint2d().y + "" "");
                writer.write("" 0.000 "");
            } else {
                writer.write(""0.000 0.000 0.000 "");
            }
            IAtomType sybylType = null;
            try {
                sybylType = matcher.findMatchingAtomType(mol, atom);
            } catch (CDKException e) {
                e.printStackTrace();
            }
            if (sybylType != null) {
                writer.write(sybylType.getAtomTypeName());
            } else {
                writer.write(atom.getSymbol());
            }
            writer.write('\n');
        }
        logger.debug(""Writing bond block..."");
        writer.write(""@<TRIPOS>BOND"");
        writer.write('\n');
        int counter = 0;
        for (IBond bond : mol.bonds()) {
            String sybylBondOrder = ""-1"";
            if (bond.getOrder().equals(IBond.Order.SINGLE))
                sybylBondOrder = ""1"";
            else if (bond.getOrder().equals(IBond.Order.DOUBLE))
                sybylBondOrder = ""2"";
            else if (bond.getOrder().equals(IBond.Order.TRIPLE))
                sybylBondOrder = ""3"";
            if (bond.getFlag(CDKConstants.ISAROMATIC))
                sybylBondOrder = ""ar"";
            final IAtom bondAtom1 = bond.getBegin();
            final IAtom bondAtom2 = bond.getEnd();
            try {
                final IAtomType bondAtom1Type = matcher.findMatchingAtomType(mol, bondAtom1);
                final IAtomType bondAtom2Type = matcher.findMatchingAtomType(mol, bondAtom2);
                if (bondAtom1Type != null && bondAtom2Type != null && ((bondAtom1Type.getAtomTypeName().equals(""N.am"") && bondAtom2Type.getAtomTypeName().equals(""C.2"")) || (bondAtom2Type.getAtomTypeName().equals(""N.am"") && bondAtom1Type.getAtomTypeName().equals(""C.2"")))) {
                    sybylBondOrder = ""am"";
                }
            } catch (CDKException e) {
                e.printStackTrace();
            }
            writer.write((counter + 1) + "" "" + (mol.indexOf(bond.getBegin()) + 1) + "" "" + (mol.indexOf(bond.getEnd()) + 1) + "" "" + sybylBondOrder);
            writer.write('\n');
            counter++;
        }
    } catch (IOException e) {
        throw e;
    }
}",writeMolecule,org/openscience/cdk/io/Mol2Writer.java,/storage/io/src/main/java/org/openscience/cdk/io/Mol2Writer.java,"/**
     * Writes a single frame in XYZ format to the Writer.
     *
     * @param mol the Molecule to write
     * @throws java.io.IOException if there is an error during writing
     */",133-259,"('writeMolecule', {'INSTRUCTION': {'covered': 320, 'missed': 78}, 'BRANCH': {'covered': 16, 'missed': 18}, 'LINE': {'covered': 60, 'missed': 15}, 'COMPLEXITY': {'covered': 4, 'missed': 14}, 'METHOD': {'covered': 1, 'missed': 0}})",781.0,11.0,Writes a single frame in XYZ format to the Writer., Insert within the Writer a single frame in XYZ format.  ,A single frame is written in a format called the writer's format.,0.356403466457851,  Writes a single image in XYZ format in the writer.
14,cdk,"public boolean allHeavyAtomsPlaced(IAtomContainer ac){
    for (int i = 0; i < ac.getAtomCount(); i++) {
        if (isUnplacedHeavyAtom(ac.getAtom(i))) {
            return false;
        }
    }
    return true;
}",allHeavyAtomsPlaced,org/openscience/cdk/modeling/builder3d/AtomPlacer3D.java,/tool/builder3d/src/main/java/org/openscience/cdk/modeling/builder3d/AtomPlacer3D.java,"/**
     *  True is all the atoms in the given AtomContainer have been placed.
     *
     * @param  ac  The AtomContainer to be searched
     * @return     True is all the atoms in the given AtomContainer have been placed
     */",604-617,"('allHeavyAtomsPlaced', {'INSTRUCTION': {'covered': 18, 'missed': 0}, 'BRANCH': {'covered': 4, 'missed': 0}, 'LINE': {'covered': 4, 'missed': 0}, 'COMPLEXITY': {'covered': 3, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",49.0,13.0,True is all the atoms in the given AtomContainer have been placed., Returns True if all atoms related to the given AtomContainr have been placed.  ,The atoms in the container have been placed.,0.142141057600746,  True is that all the atoms of the given AtomContainer have been placed.
15,logstash-logback-encoder,"private boolean enqueue(Event event) throws ShutdownInProgressException, InterruptedException{
    if (this.disruptor.getRingBuffer().tryPublishEvent(this.eventTranslator, event)) {
        return true;
    }
    if (this.appendTimeout.getMilliseconds() == 0) {
        return false;
    }
    long deadline = Long.MAX_VALUE;
    if (this.appendTimeout.getMilliseconds() < 0) {
        lock.lockInterruptibly();
    } else {
        deadline = System.currentTimeMillis() + this.appendTimeout.getMilliseconds();
        if (!lock.tryLock(this.appendTimeout.getMilliseconds(), TimeUnit.MILLISECONDS)) {
            return false;
        }
    }
    long backoff = 1L;
    long backoffLimit = TimeUnit.MILLISECONDS.toNanos(this.appendRetryFrequency.getMilliseconds());
    try {
        do {
            if (!isStarted()) {
                throw new ShutdownInProgressException();
            }
            if (deadline <= System.currentTimeMillis()) {
                return false;
            }
            if (Thread.currentThread().isInterrupted()) {
                throw new InterruptedException();
            }
            LockSupport.parkNanos(backoff);
            backoff = Math.min(backoff * 2, backoffLimit);
        } while (!this.disruptor.getRingBuffer().tryPublishEvent(this.eventTranslator, event));
        return true;
    } finally {
        lock.unlock();
    }
}",enqueue,net/logstash/logback/appender/AsyncDisruptorAppender.java,/src/main/java/net/logstash/logback/appender/AsyncDisruptorAppender.java,"/**
     * Enqueue an event in the ring buffer, retrying if allowed by the configuration.
     * 
     * @param event the event to add to the ring buffer
     * @return {@code true} if the event is successfully enqueued, {@code false} if the event
     *         could not be added to the ring buffer.
     * @throws ShutdownInProgressException thrown when the appender is shutdown while retrying
     *         to enqueue the event
     * @throws InterruptedException thrown when the logging thread is interrupted while retrying
     */",534-600,"('enqueue', {'INSTRUCTION': {'covered': 93, 'missed': 6}, 'BRANCH': {'covered': 14, 'missed': 2}, 'LINE': {'covered': 21, 'missed': 2}, 'COMPLEXITY': {'covered': 7, 'missed': 2}, 'METHOD': {'covered': 1, 'missed': 0}})",257.0,15.0,"Enqueue an event in the ring buffer, retrying if allowed by the configuration.","  Enqueue an event in the ring buffer, if allowed by the configuration, retry.  The methon return {@code true} in case the event was successfully added, {@code false}   in case the event was not added to the ring buffer.    ","If allowed by the configuration, you can queue an event in the ring buffer.",0.215699618364069,"  String an event into the ring buffer, try again if the configuration allows it."
16,matsim-libs,"private static void prepareRNG(final Random rng){
    for (int i = 0; i < 100; i++) {
        rng.nextDouble();
    }
}",prepareRNG,org/matsim/core/gbl/MatsimRandom.java,/matsim/src/main/java/org/matsim/core/gbl/MatsimRandom.java,"/**
         * Draw some random numbers to better initialize the pseudo-random number generator.
         *
         * @param rng the random number generator to initialize.
         */",92-101,"('prepareRNG', {'INSTRUCTION': {'covered': 11, 'missed': 0}, 'BRANCH': {'covered': 2, 'missed': 0}, 'LINE': {'covered': 3, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",33.0,12.0,Draw some random numbers to better initialize the pseudo-random number generator., In order to better initialize the pseudo-random number generator draw   some random numbers.,Draw some random numbers to make the generator work better.,0.0914113192820884,  Draw random numbers to better initialize the pseudo-random number generator.
17,cdk,"private String encode(int[] path){
    StringBuilder sb = new StringBuilder(path.length * 3);
    for (int i = 0, n = path.length - 1; i <= n; i++) {
        IAtom atom = container.getAtom(path[i]);
        sb.append(toAtomPattern(atom));
        if (i < n) {
            IBond bond = container.getBond(container.getAtom(path[i]), container.getAtom(path[i + 1]));
            sb.append(getBondSymbol(bond));
        }
    }
    return sb.toString();
}",encode,org/openscience/cdk/fingerprint/ShortestPathWalker.java,/descriptor/fingerprint/src/main/java/org/openscience/cdk/fingerprint/ShortestPathWalker.java,"/**
     * Encode the provided path of atoms to a string.
     *
     * @param path inclusive array of vertex indices
     * @return encoded path
     */",136-154,"('encode', {'INSTRUCTION': {'covered': 63, 'missed': 0}, 'BRANCH': {'covered': 4, 'missed': 0}, 'LINE': {'covered': 8, 'missed': 0}, 'COMPLEXITY': {'covered': 3, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",126.0,10.0,Encode the provided path of atoms to a string.,Starting with a string encodes a path of atoms.,The path of atoms can be found in the provided text.,0.861084792626924,  Encode the provided path of atoms to a string.
18,tablesaw,"public int mappedRowNumber(int rowNumber){
    if (isSorted()) {
        return sortOrder[rowNumber];
    } else if (hasSelection()) {
        return selection.get(rowNumber);
    }
    return rowNumber;
}",mappedRowNumber,tech/tablesaw/table/TableSlice.java,/core/src/main/java/tech/tablesaw/table/TableSlice.java,"/**
   * Maps the view row number to the row number on the underlying source table.
   *
   * @param rowNumber the row number in the view.
   * @return the matching row number in the underlying table.
   */",255-268,"('mappedRowNumber', {'INSTRUCTION': {'covered': 18, 'missed': 0}, 'BRANCH': {'covered': 4, 'missed': 0}, 'LINE': {'covered': 5, 'missed': 0}, 'COMPLEXITY': {'covered': 3, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",43.0,15.0,Maps the view row number to the row number on the underlying source table.,"    Starting from the row of the source table, the corresponding row number     of the view is mapped.  ",The view row number is mapped to the underlying source table.,0.0680378417813278,  Maps the row number of the view to the row number of the underlying source table.
19,matsim-libs,"public static void addService(Carrier carrier, CarrierService carrierService){
    carrier.getServices().put(carrierService.getId(), carrierService);
}",addService,org/matsim/contrib/freight/carrier/CarrierUtils.java,/contribs/freight/src/main/java/org/matsim/contrib/freight/carrier/CarrierUtils.java,"/**
	 * Adds an {@link CarrierService} to the {@link Carrier}.
	 * @param carrier
	 * @param carrierService
	 */",36-43,"('addService', {'INSTRUCTION': {'covered': 8, 'missed': 0}, 'LINE': {'covered': 2, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",30.0,15.0,Adds an {@link CarrierService} to the {@link Carrier}.,Appends a {@link CarrierService} to the {@link Carrier}.         ,The @link Carrier is now an @link Carrier Service.,1.21415787076405,  Adds a {carrierservice @link} to the {@link Carrier}.
20,glowstone,"public boolean readCompoundList(@NonNls String key, Consumer<? super List<CompoundTag>> consumer){
    return readList(key, TagType.COMPOUND, consumer);
}",readCompoundList,net/glowstone/util/nbt/CompoundTag.java,/src/main/java/net/glowstone/util/nbt/CompoundTag.java,"/**
     * Applies the given function to a list subtag if it is present and its contents are compound
     * tags. Processes the list as a single object; to process each tag separately, instead use
     * {@link #iterateCompoundList(String, Consumer)}.
     *
     * @param key the key to look up
     * @param consumer the function to apply
     * @return true if the tag exists and was passed to the consumer; false otherwise
     */",558-570,"('readCompoundList', {'INSTRUCTION': {'covered': 6, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",34.0,19.0,Applies the given function to a list subtag if it is present and its contents are compound  tags.," Given a list subtag if it is present and its content is composed of tags,    the function is applied.  To process each tag separately you can use    {@link #iterateCompoundList(String, Consumer)},    while tag processes the list as a single object   ","If the function is present and the contents are compound tags, apply it to a list subtag.",0.492552590037658,  Applies the given function to a list subtag if it is present and its contents are composed.
21,weblogic-kubernetes-operator,"public Watchable<V1ConfigMap> createConfigMapWatch(String namespace) throws ApiException{
    return FACTORY.createWatch(callParams, V1ConfigMap.class, new ListNamespacedConfigMapCall(namespace));
}",createConfigMapWatch,oracle/kubernetes/operator/builders/WatchBuilder.java,/operator/src/main/java/oracle/kubernetes/operator/builders/WatchBuilder.java,"/**
   * Creates a web hook object to track config map calls.
   *
   * @param namespace the namespace
   * @return the active web hook
   * @throws ApiException if there is an error on the call that sets up the web hook.
   */",118-130,"('createConfigMapWatch', {'INSTRUCTION': {'covered': 10, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",32.0,11.0,Creates a web hook object to track config map calls., Given the configuration map to keep track of calls a web hook object is created.   The method returns the active web hook otherwise an ApiException if    there is an error in the call set by the web hook   ,A web hook object is created to track map calls.,0.447964995415663,  Creates a Web hook object to track configuration map calls.
23,cron-utils,"static Function<CronField, CronField> returnOnZeroExpression(final CronFieldName name){
    return field -> {
        final FieldConstraints constraints = FieldConstraintsBuilder.instance().forField(name).createConstraintsInstance();
        return new CronField(name, new On(new IntegerFieldValue(0)), constraints);
    };
}",returnOnZeroExpression,com/cronutils/mapper/CronMapper.java,/src/main/java/com/cronutils/mapper/CronMapper.java,"/**
     * Creates a Function that returns a On instance with zero value.
     *
     * @param name - Cron field name
     * @return new CronField -> CronField instance, never null
     */",238-250,"('returnOnZeroExpression', {'INSTRUCTION': {'covered': 3, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",59.0,12.0,Creates a Function that returns a On instance with zero value.,Lets you create a function that can return an instance of On with value zero      ,A function returns a On instance with zero value.,0.190230814868357,  Creates a function that returns an On instance with a null value.
24,matsim-libs,"public static double calculateWeightFromPoint(final Coordinate emissionSource, final Coordinate cellCentroid, double smoothingRadius){
    if (smoothingRadius <= 0)
        throw new IllegalArgumentException(""smoothing radius must be greater 0"");
    double dist = emissionSource.distance(cellCentroid);
    return Math.exp((-dist * dist) / (smoothingRadius * smoothingRadius));
}",calculateWeightFromPoint,org/matsim/contrib/analysis/spatial/SpatialInterpolation.java,/contribs/analysis/src/main/java/org/matsim/contrib/analysis/spatial/SpatialInterpolation.java,"/**
     * This uses an exponential distance weighting to calculate the impact of point based emissions onto the centroid of
     * a grid cell. The calculation is described in Kickhoefer's PhD thesis https://depositonce.tu-berlin.de/handle/11303/4386
     * in Appendix A.2
     *
     * @param emissionSource Centroid of the link
     * @param cellCentroid   Centroid of the impacted cell
     * @return weight factor by which the emission value should be multiplied to calculate the impact of the cell
     */",41-57,"('calculateWeightFromPoint', {'INSTRUCTION': {'covered': 23, 'missed': 0}, 'BRANCH': {'covered': 2, 'missed': 0}, 'LINE': {'covered': 4, 'missed': 0}, 'COMPLEXITY': {'covered': 2, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",60.0,22.0,This uses an exponential distance weighting to calculate the impact of point based emissions onto the centroid of  a grid cell.,Exponential distance weighting is used to calculate the impact of  point emissions on the centroid of a grid cell.  You can find a description of the calculation in the dissertation by  Kickhoefer's PhD thesis https://depositonce.tu-berlin.de/handle/11303/4386 in Appendix A.2,The impact of point based emissions onto the centroid of a grid cell is calculated using an exponential distance weight.,0.230157454769525,  This uses exponential distance weighting to calculate the impact of point emissions on the centroid of a grid cell.
25,cdk,"private int parseMobileHydrogens(List<Integer> mobHydrAttachPositions, String inputInchi){
    int totalMobHydrCount = 0;
    String hydrogens = """";
    String inchi = inputInchi;
    if (inchi.indexOf(""/h"") != -1) {
        hydrogens = inchi.substring(inchi.indexOf(""/h"") + 2);
        if (hydrogens.indexOf('/') != -1) {
            hydrogens = hydrogens.substring(0, hydrogens.indexOf('/'));
        }
        String mobileHydrogens = hydrogens.substring(hydrogens.indexOf('('));
        Pattern mobileHydrPattern = Pattern.compile(""\\((.)*?\\)"");
        Matcher match = mobileHydrPattern.matcher(mobileHydrogens);
        while (match.find()) {
            String mobileHGroup = match.group();
            int mobHCount = 0;
            String head = mobileHGroup.substring(0, mobileHGroup.indexOf(',') + 1);
            if (head.contains(""H,""))
                head = head.replace(""H,"", ""H1,"");
            if (head.contains(""-,""))
                head = head.replace(""-,"", ""-1,"");
            head = head.substring(2);
            Pattern subPattern = Pattern.compile(""[0-9]*"");
            Matcher subMatch = subPattern.matcher(head);
            while (subMatch.find()) {
                if (!subMatch.group().equals("""")) {
                    mobHCount += Integer.valueOf(subMatch.group());
                }
            }
            totalMobHydrCount += mobHCount;
            mobileHGroup = mobileHGroup.substring(mobileHGroup.indexOf(',') + 1).replace("")"", """");
            StringTokenizer tokenizer = new StringTokenizer(mobileHGroup, "","");
            while (tokenizer.hasMoreTokens()) {
                Integer position = Integer.valueOf(tokenizer.nextToken());
                mobHydrAttachPositions.add(position);
            }
        }
    }
    LOGGER.debug(""#total mobile hydrogens: "", totalMobHydrCount);
    return totalMobHydrCount;
}",parseMobileHydrogens,org/openscience/cdk/tautomers/InChITautomerGenerator.java,/tool/tautomer/src/main/java/org/openscience/cdk/tautomers/InChITautomerGenerator.java,"/**
     * Parses mobile H group(s) in an InChI String.
     * <p>
     * Multiple InChI sequences of mobile hydrogens are joined into a single sequence (list),
     * see step 1 of algorithm in paper.
     * <br>
     * Mobile H group has syntax (H[n][-[m]],a1,a2[,a3[,a4...]])
     * Brackets [ ] surround optional terms.
     * <ul>
     *  <li>Term H[n] stands for 1 or, if the number n (n>1) is present, n mobile hydrogen atoms.</li>
     *  <li>Term [-[m]], if present, stands for 1 or, if the number m (m>1) is present, m mobile negative charges.</li>
     *  <li>a1,a2[,a3[,a4...]] are canonical numbers of atoms in the mobile H group.</li>
     *  <li>no two mobile H groups may have an atom (a canonical number) in common.</li>
     * </ul>
     * @param mobHydrAttachPositions list of positions where mobile H can attach
     * @param inputInchi InChI input
     * @return overall count of hydrogens to be dispersed over the positions
     */",344-408,"('parseMobileHydrogens', {'INSTRUCTION': {'covered': 140, 'missed': 12}, 'BRANCH': {'covered': 13, 'missed': 3}, 'LINE': {'covered': 31, 'missed': 1}, 'COMPLEXITY': {'covered': 6, 'missed': 3}, 'METHOD': {'covered': 1, 'missed': 0}})",357.0,12.0,Parses mobile H group(s) in an InChI String.,"Allows the analysis of  mobile H group(s) in an InChI String. multiple InChI sequences of mobile hydrogens can be combined into a  single sequence (list),  Step 1 of the algorithm reported in the paper.  Mobile H group has syntax (H[n][-[m]],a1,a2[,a3[,a4...]])  Brackets [ ] encircle optional terms.  Term H[n] stands for 1 or, if the number n (n>1) is present, n mobile hydrogen atoms. Term [-[m]], if present, stands for 1 or, if the number m (m>1) is present, m mobile negative charges. a1,a2[,a3[,a4...]] are canonical numbers of atoms in the mobile H group. no two mobile H groups may have an atom (a canonical number) in common.    The method returns the total count of hydrogens to be dispersed on the positions",Parses mobile H group in an InChI String.,0.433534509985365,  Analyzes the mobile H group(s) in an InChI string.
26,dcache,"private static void scanFields(Object obj, Map<List<String>, AcCommandExecutor> commands){
    for (Field field : obj.getClass().getFields()) {
        Iterator<String> i = Splitter.on('_').split(field.getName()).iterator();
        FieldType helpMode;
        String helpType = i.next();
        switch(helpType) {
            case ""hh"":
                helpMode = FieldType.HELP_HINT;
                break;
            case ""fh"":
                helpMode = FieldType.FULL_HELP;
                break;
            case ""acl"":
                helpMode = FieldType.ACL;
                break;
            default:
                continue;
        }
        if (!i.hasNext()) {
            continue;
        }
        List<String> name = Lists.newArrayList(i);
        AcCommandExecutor command = getCommandExecutor(obj, commands, name);
        switch(helpMode) {
            case FULL_HELP:
                command.setFullHelpField(field);
                break;
            case HELP_HINT:
                command.setHelpHintField(field);
                break;
            case ACL:
                command.setAclField(field);
                break;
        }
    }
}",scanFields,dmg/util/command/AcCommandScanner.java,/modules/cells/src/main/java/dmg/util/command/AcCommandScanner.java,"/**
     * Scan for help fields: fh_(= full help) or hh_(= help hint).
     */",30-71,"('scanFields', {'INSTRUCTION': {'covered': 74, 'missed': 2}, 'BRANCH': {'covered': 9, 'missed': 3}, 'LINE': {'covered': 21, 'missed': 2}, 'COMPLEXITY': {'covered': 6, 'missed': 3}, 'METHOD': {'covered': 1, 'missed': 0}})",199.0,19.0,Scan for help fields: fh_(= full help) or hh_(= help hint).,Allows you to scan for help fields: fh_(= full help) or hh_(= help hint).,Scan for help fields: fh_(full help) or hh_(help hint).,0.643584897892085,  Look for the help fields: fh_(= full help) or hh_(= help index).
27,egeria,"private Optional<EntityDetail> findSchemaAttributeEntity(String userId, String qualifiedName) throws UserNotAuthorizedException, PropertyServerException, InvalidParameterException{
    return dataEngineCommonHandler.findEntity(userId, qualifiedName, SCHEMA_ATTRIBUTE_TYPE_NAME);
}",findSchemaAttributeEntity,org/odpi/openmetadata/accessservices/dataengine/server/handlers/DataEngineSchemaAttributeHandler.java,/open-metadata-implementation/access-services/data-engine/data-engine-server/src/main/java/org/odpi/openmetadata/accessservices/dataengine/server/handlers/DataEngineSchemaAttributeHandler.java,"/**
     * Find out if the SchemaAttribute object is already stored in the repository. It uses the fully qualified name to retrieve the entity
     *
     * @param userId        the name of the calling user
     * @param qualifiedName the qualifiedName name of the process to be searched
     *
     * @return optional with entity details if found, empty optional if not found
     *
     * @throws InvalidParameterException  the bean properties are invalid
     * @throws UserNotAuthorizedException user not authorized to issue this request
     * @throws PropertyServerException    problem accessing the property server
     */",66-82,"('findSchemaAttributeEntity', {'INSTRUCTION': {'covered': 7, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",33.0,13.0,Find out if the SchemaAttribute object is already stored in the repository., It uses the fully qualified name to retrieve the entity. It allows you to find out if the  SchemaAttribute object is already stored in the repository.  ,"If the object is already in the repository, you should find it.",0.154956691436665,  Find out if the SchemaAttribute object is already stored in the repository.
28,soul,"public ShenyuAdminResult deletePluginHandles(@RequestBody @NotEmpty final List<@NotBlank String> ids){
    return ShenyuAdminResult.success(ShenyuResultMessage.DELETE_SUCCESS, pluginHandleService.deletePluginHandles(ids));
}",deletePluginHandles,org/apache/shenyu/admin/controller/PluginHandleController.java,/shenyu-admin/src/main/java/org/apache/shenyu/admin/controller/PluginHandleController.java,"/**
     * batch delete some plugin handles by some id list.
     * @param ids plugin handle id list.
     * @return {@linkplain ShenyuAdminResult}
     */",118-126,"('deletePluginHandles', {'INSTRUCTION': {'covered': 7, 'missed': 0}, 'LINE': {'covered': 1, 'missed': 0}, 'COMPLEXITY': {'covered': 1, 'missed': 0}, 'METHOD': {'covered': 1, 'missed': 0}})",36.0,10.0,batch delete some plugin handles by some id list.,from a list of ids batch delete some plugin handles.,Some handles by an id list are deleted.,0.455063560781009,  delete in batches some plugin descriptors by a list of identifiers.
29,openapi-generator,"public static JsonNode readWithInfo(String location, List<AuthorizationValue> auths) throws Exception{
    String data;
    location = location.replaceAll(""\\\\"", ""/"");
    if (location.toLowerCase(Locale.ROOT).startsWith(""http"")) {
        data = RemoteUrl.urlToString(location, auths);
    } else {
        final String fileScheme = ""file:"";
        Path path;
        if (location.toLowerCase(Locale.ROOT).startsWith(fileScheme)) {
            path = Paths.get(URI.create(location));
        } else {
            path = Paths.get(location);
        }
        if (Files.exists(path)) {
            data = FileUtils.readFileToString(path.toFile(), ""UTF-8"");
        } else {
            data = ClasspathHelper.loadFileFromClasspath(location);
        }
    }
    return getRightMapper(data).readTree(data);
}",readWithInfo,org/openapitools/codegen/utils/ModelUtils.java,/modules/openapi-generator/src/main/java/org/openapitools/codegen/utils/ModelUtils.java,"/**
     * Parse and return a JsonNode representation of the input OAS document.
     *
     * @param location the URL of the OAS document.
     * @param auths the list of authorization values to access the remote URL.
     *
     * @throws java.lang.Exception if an error occurs while retrieving the OpenAPI document.
     *
     * @return A JsonNode representation of the input OAS document.
     */",1608-1638,"('readWithInfo', {'INSTRUCTION': {'covered': 40, 'missed': 13}, 'BRANCH': {'covered': 3, 'missed': 3}, 'LINE': {'covered': 8, 'missed': 3}, 'COMPLEXITY': {'covered': 1, 'missed': 3}, 'METHOD': {'covered': 1, 'missed': 0}})",166.0,12.0,Parse and return a JsonNode representation of the input OAS document.,Allows you to parse and return a JsonNode representation of the OAS document given  as input. The method returns a JsonNode representation of the OAS document  given as input. Otherwise if an error occurs during retrieval of the OpenAPI term  document with java.lang.Exception.   ,Return a representation of the OAS document.,0.134081871383596,  Analyze and return a JsonNode representation of the input OAS document.
